position,token,surprisal_bits,category
458, nausea,11.14405345916748,clinical_entity
459, and,0.18664216995239258,boilerplate
460, vomiting,0.000809123448561877,clinical_entity
461, were,0.772358775138855,boilerplate
462, treated,7.360357284545898,boilerplate
463, with,0.10946180671453476,boilerplate
464, supportive,7.797879695892334,boilerplate
465, care,0.31253597140312195,boilerplate
466, and,1.4413379430770874,boilerplate
467, he,3.9387452602386475,boilerplate
468, was,0.06519094854593277,boilerplate
469, started,7.142490863800049,boilerplate
470, on,0.0016109216958284378,boilerplate
471, he,10.485000610351562,boilerplate
472,par,0.0002992187801282853,boilerplate
473,in,-0.0,boilerplate
474, and,4.97549295425415,boilerplate
475, d,5.916763782501221,boilerplate
476,ilt,0.05928966403007507,boilerplate
477,iaz,7.051116699585691e-05,boilerplate
478,em,1.0318955219190684e-06,boilerplate
479, drip,5.553390026092529,boilerplate
480, for,1.2928905487060547,boilerplate
481, his,5.469592571258545,boilerplate
482, atr,1.4930185079574585,boilerplate
483,ial,8.599129728281696e-07,boilerplate
484, fibr,0.016378317028284073,clinical_entity
485,illation,1.3070622117083985e-05,clinical_entity
486,.,0.20475082099437714,boilerplate
487, Card,10.998215675354004,boilerplate
488,iology,2.330840587615967,boilerplate
489, recommended,7.155616760253906,boilerplate
490, riv,9.280720710754395,boilerplate
491,ar,8.065760630415753e-05,boilerplate
492,ox,1.7198254909089883e-06,boilerplate
493,aban,1.7198263435602712e-07,clinical_entity
494, for,2.364896535873413,boilerplate
495, throm,5.842176914215088,clinical_entity
496,bo,7.976356506347656,boilerplate
497,emb,0.0003946461947634816,boilerplate
498,ol,3.2286126613616943,boilerplate
499,ism,0.00012124267959734425,boilerplate
500, proph,1.1165242195129395,boilerplate
501,yl,9.544721251586452e-05,boilerplate
502,axis,3.0956844057072885e-06,boilerplate
503, as,5.561474323272705,boilerplate
504, the,4.021960735321045,boilerplate
505, patient,0.045289065688848495,boilerplate
506,'s,5.491752624511719,boilerplate
